REGION,DATE,WEEK,HOLIDAY,Min_T,Max_T,AVG_T,RAIN,0:00:00,0:30:00,1:00:00,1:30:00,2:00:00,2:30:00,3:00:00,3:30:00,4:00:00,4:30:00,5:00:00,5:30:00,6:00:00,6:30:00,7:00:00,7:30:00,8:00:00,8:30:00,9:00:00,9:30:00,10:00:00,10:30:00,11:00:00,11:30:00,12:00:00,12:30:00,13:00:00,13:30:00,14:00:00,14:30:00,15:00:00,15:30:00,16:00:00,16:30:00,17:00:00,17:30:00,18:00:00,18:30:00,19:00:00,19:30:00,20:00:00,20:30:00,21:00:00,21:30:00,22:00:00,22:30:00,23:00:00,23:30:00,AVG_ELE,TOTAL_ELE
NSW,2016/9/16,5,0,13.5,22.5,18,0,7666.83,7431.83,7312.46,7147.24,6928.46,6584.61,6337.03,6191.96,6076.91,6089.39,6227.96,6477.93,6822.96,7472.8,7968.28,8268.91,8461.06,8393.48,8204.29,8082.75,7993.46,7891.91,7835.37,7768.27,7740.14,7657.6,7572.89,7563.83,7512.14,7527.28,7453.78,7563.24,7676.72,7849.19,7961.86,8074.81,8371.89,8665.18,8701.06,8553.06,8427.81,8312.25,8226.25,8047.86,7914.12,8085.67,7929.74,7898.13,7644.221875,366922.65
NSW,2016/9/17,6,0,10.7,22.4,16.55,0,7781.61,7550.96,7375.64,7185.18,6958.23,6655.13,6312.4,6163.13,6007.89,5964.63,5963.37,6055.66,6217.54,6465.65,6788.49,7021.22,7287,7504.48,7591.76,7672.51,7502.22,7401.34,7268.08,7141.04,7074.79,6969.22,6931.29,6871.34,6892.37,6971.24,7038.58,7105.28,7224.61,7313.92,7506.31,7652.48,8038.06,8337.2,8345.91,8164.39,7962.21,7820.29,7723.12,7597.02,7466.12,7479.15,7300.59,7283.89,7185.51125,344904.54
NSW,2016/9/18,7,0,14.2,17.8,16,0,7185.87,6988.93,6785.6,6587.02,6404.91,6106.11,5937.96,5817.52,5746.55,5729.75,5751.56,5781.4,5897.88,6059.76,6259.58,6491.47,6865.23,7277.36,7624.04,7847.87,7959.13,8011.21,8001.41,7975.26,7941.77,7931.18,7940.38,7963.98,7943.67,7895.82,8053.68,8127.17,8250.58,8363.79,8548.77,8724.37,9037.62,9223.23,9146.45,8934.5,8652.04,8453.8,8308.61,8081.54,7897.86,7747.13,7510.94,7348.46,7481.681667,359120.72
NSW,2016/9/19,1,0,13.1,21.4,17.25,15,7182.03,6987.65,6836.78,6657.78,6555.17,6293.7,6094.08,6026.29,5927.85,6016.49,6082.9,6435.56,6795.27,7423.63,8033,8043.5,8252.93,8364.84,8233.28,8219.57,8135.84,8082.56,8014.66,7881.89,7809.01,7731.15,7680.68,7637.12,7558.61,7623.34,7618.61,7550.38,7718.05,7867.26,8130.08,8332.67,8732.44,9127.44,9296.87,9029.88,8861.82,8713.17,8495.09,8375.49,8083.01,8072.93,7884.05,7856.65,7674.230208,368363.05
NSW,2016/9/20,2,0,10,20.6,15.3,0,7718.13,7531.39,7401.9,7279.34,7026.58,6667.73,6480.56,6298.41,6231.19,6186.37,6301.22,6610.26,7028.1,7738.35,8360.09,8520.53,8603.29,8493.68,8267.67,8253.02,8160.76,8140.37,8001.99,7856.15,7733.56,7629.91,7434.06,7739.51,7883.63,7944.23,7963.57,8010.36,8097.01,8230.35,8345.12,8408.7,9041.27,9457.74,9499.25,9267.21,9017.69,8836.75,8692.43,8466.32,8158.61,8191.54,7927.17,7816.91,7894.79125,378949.98
NSW,2016/9/21,3,0,14,21.2,17.6,0,7771.56,7609.73,7433.23,7260.95,7059.94,6734.63,6444.33,6295.76,6158.21,6152.63,6292.43,6580.52,6926.24,7568.6,8122.74,8458.75,8740.39,8829.86,8621.18,8496.58,8465.78,8516.36,8533.31,8459.42,8374.9,8424.24,8418.59,8399.03,8353.72,8388.73,8352.95,8346.63,8442.66,8506.23,8691.19,8801.72,9076.16,9435.91,9493.91,9267.24,9084.88,8931.86,8738.17,8497.1,8249.48,8231.85,7990.99,7930.88,8082.544792,387962.15
NSW,2016/9/22,4,0,13.5,20.1,16.8,2.2,7894.52,7711.1,7485.3,7279.01,7073.53,6752.76,6519.17,6349.1,6254.58,6252.54,6373.56,6700.27,7006.1,7625.88,8184.42,8279.22,8408.26,8396.34,8235.5,8133.84,8159.52,8196.66,8228.35,8227.86,8157.61,8077.68,8102.37,8102.35,8015.66,8038.73,8070.41,8095.82,8221.04,8394.23,8534.11,8748.8,9104.23,9428.51,9429.12,9223.43,9028.31,8853.52,8643.68,8469.01,8180.04,8209.79,7957.5,7905.84,7973.31625,382719.18
NSW,2016/9/23,5,0,15.2,22,18.6,0.8,7858.54,7711.72,7514.88,7320.62,7129.68,6780.75,6526.03,6356.8,6255.27,6280.05,6386.27,6622.51,7019.28,7557.95,8094.05,8238.3,8353.25,8347.29,8183.29,8115.78,8098.52,8060.31,8037.21,7984.59,7929.62,7852.28,7749.54,7726.96,7688.91,7682.96,7696.89,7701.02,7746.09,7861.43,8007.58,8129.71,8365.42,8628.49,8742.82,8560.93,8389.11,8228.13,8118.3,8003.11,7816.62,8000.23,7801.88,7736.62,7729.116458,370997.59
NSW,2016/9/24,6,0,12.5,22.3,17.4,0,7713.63,7514.47,7356.92,7170.47,6915.58,6627.41,6311.17,6139.83,6005.32,6012.29,6039.82,6104.26,6197.61,6474.99,6698.58,6919.56,7173.26,7312.76,7392.8,7399.92,7287.57,7238.92,7109.39,7005.34,6933.68,6884.81,6825.02,6754.9,6761.73,6784.31,6820.64,6780.44,6969.07,7086.69,7248.97,7333.71,7605.81,7952.44,8032.58,7889.43,7708.76,7540.21,7430.75,7408.03,7251.75,7286.73,7133.63,7077.8,7033.828333,337623.76
NSW,2016/9/25,7,0,13.6,22.1,17.85,3.8,6977.38,6741.52,6605.94,6440.75,6271.49,6016.57,5799.15,5710.34,5641.26,5546.97,5574.25,5634.39,5695.68,5841.02,6098.03,6331.24,6632.23,6857.85,7021.1,7148.05,7211.27,7170.87,6984.24,6895.27,6840.58,6888.01,6876.91,6814.54,6766.14,6749.24,6857.77,6952.76,7023.44,7093,7275.61,7391.74,7750.43,8187.99,8343.57,8159.05,7935.3,7788.09,7705.76,7546.27,7325.86,7335.26,7160.13,7128.4,6848.806458,328742.71
NSW,2016/9/26,1,0,12,21.8,16.9,5.6,7029.58,6800.78,6657.51,6532.67,6380.31,6115.77,5957,5866.51,5830.19,5890.02,6057.68,6365.66,6700.64,7223.99,7633.4,7620.16,7891.67,7999.25,7988.24,7976.66,7851.04,7823.05,7692.03,7630.14,7613.46,7533.55,7478.22,7439.9,7474.6,7486.48,7556.87,7648.53,7770.57,7831.52,8078.72,8230.43,8552.84,8873.16,8992.71,8788.89,8596.88,8448.95,8323.5,8183.09,7921.56,7960.7,7756.11,7760.86,7496.167708,359816.05
NSW,2016/9/27,2,0,10.9,23.2,17.05,0,7703.62,7508.91,7397.51,7261.36,6983.57,6692.79,6393.98,6325.82,6197.92,6177.55,6267.47,6598.02,6895.09,7449.58,7888.31,7954.88,8100.78,8102.81,7946.23,7852.69,7785.4,7789.97,7762.33,7688.1,7665.98,7634.48,7511.63,7571.75,7506.55,7482.07,7538.63,7510.96,7623.4,7731.42,7957.57,8139.33,8566.72,8908.43,9110.17,8970.69,8821.56,8696.29,8500.41,8240.89,8068.02,8071.15,7846.73,7793.28,7670.683333,368192.8
NSW,2016/9/28,3,0,10.2,21.3,15.75,0,7756.05,7618.03,7467,7340.42,7126.38,6814.97,6585.33,6385.08,6263.77,6291.64,6422.37,6682.3,6926.97,7534.42,7899.57,7983.28,8069,8061.92,7934.05,7798.87,7735.59,7638.13,7604.89,7519.02,7475.09,7426.26,7396.14,7391.58,7407.83,7385.92,7426.36,7474.78,7619.05,7697.89,7928.38,8072.55,8361.63,8734.08,8895.15,8687.38,8506.35,8401.66,8166.22,7981.87,7728.72,7819.87,7657.84,7618.75,7598.341667,364720.4
NSW,2016/9/29,4,0,14.2,22.8,18.5,2,7575.17,7364.89,7185.96,6965.91,6747.61,6458.02,6194.06,6015.03,5965.66,5971.76,6080.85,6348.61,6608.71,7129.54,7626.02,7850.56,8256.16,8490.26,8599.35,8625.45,8682.5,8665.82,8531.03,8300.79,8264.67,8170.67,8046.27,7847.86,7911.64,7835.28,7829.72,7860.49,7907.02,7998.44,8070.1,8282.48,8583.18,8985.08,9185.07,9040.72,8935.48,8797.54,8589.73,8328.27,8127.39,8207.69,8011.02,7870.83,7810.965833,374926.36
NSW,2016/9/30,5,0,12.3,20.1,16.2,0.6,7738.62,7586.46,7402.48,7211.04,6971.15,6623.31,6397.92,6253.42,6144.64,6133.92,6218.54,6516.48,6825.3,7341,7694.7,7768.76,8038.68,8189.72,8199.38,8271.31,8272.56,8247.51,8225.35,8051.75,7977.11,7878.56,7837.75,7750.91,7671.2,7623.22,7591.07,7613.07,7727.25,7831.15,8044.11,8289.41,8601.05,8954.2,9079.62,8860.43,8689.64,8563.13,8402.77,8176.49,7959.45,8090.07,7934.28,7860.78,7736.056667,371330.72
NSW,2016/10/1,6,0,12.4,22.1,17.25,0,7771.63,7614.68,7408.83,7203.8,6940.34,6546.86,6250.09,6036.04,5945.72,5879.82,5876.63,5958.33,5998.17,6230.57,6444.31,6529.02,6784.12,6993.71,7113.6,7285.39,7173.81,7113.43,6987.45,6838.02,6783.4,6758.64,6675.38,6662.55,6592.51,6577.23,6588.07,6695.64,6800.29,6900.71,7105.89,7145.36,7454.44,7816.84,8013.01,7903.72,7726.96,7617.51,7485.2,7338.24,7221.24,7288.09,7100.1,7088.1,6922.156042,332263.49
NSW,2016/10/2,7,0,12.5,24.7,18.6,0,7004.59,6773.09,6573.86,6435.4,6238.95,6042.92,5895.31,5792.81,5727.63,5757.24,5815.26,5926.2,5976.67,6165.5,6399.37,6523.93,6685.12,6732.64,6802.62,6702.99,6663.66,6551.5,6482.13,6482.34,6386.39,6428.15,6344.51,6299.78,6289.15,6328.95,6444.44,6513.97,6675.03,6784,6948.06,7150.89,7301.61,7461.76,7482.06,7279.92,7148.19,7063.95,6955.71,6930.56,6809.82,6826.6,6683.71,6522.3,6566.900833,315211.24
NSW,2016/10/3,1,1,18.4,25.6,22,0,6433.41,6300.99,6126.33,5953.53,5740.49,5607.91,5512.95,5428.01,5390.26,5388.26,5501.38,5669.2,5749.13,5936.55,6122.22,6370.21,6530.07,6822.78,6920.11,7044.34,7006.01,6935.93,6857.41,6821.81,6769.32,6721.31,6729.8,6680.16,6578.27,6564.06,6519.53,6652.83,6772.85,6950.1,7244.23,7380.35,7586.91,7808.65,7887.4,7786.46,7609.64,7465.58,7295.12,7180.43,6999.71,7045.88,6998.2,7011.39,6633.488958,318407.47
NSW,2016/10/4,2,0,12.7,23.4,18.05,0,6980.92,6836.22,6648.06,6449.71,6206.27,5992.16,5882.16,5828.37,5846.08,6051.1,6294.14,6877.78,7281.11,7693.86,7916.59,7876.25,7948.93,7926.41,7897.89,7820.38,7702.89,7588.62,7561.14,7458.87,7435.99,7396.11,7386.61,7372.45,7349.54,7413.62,7475.86,7612.62,7707.73,7922.39,8212.14,8275.85,8445.94,8558.39,8562.23,8345.66,8056.38,7966.31,7711.1,7618.3,7333.09,7351.26,7279.36,7263.02,7387.872083,354617.86
NSW,2016/10/5,3,0,11.7,23.7,17.7,0,7143.73,6956.75,6814.2,6556.01,6315.13,6133.71,5998.46,5985.53,6053.64,6250.97,6517.14,7095.07,7490.11,7917.71,8105.42,8022.73,7985.14,7950.45,7885.07,7810.5,7676.62,7562.63,7519.11,7432.8,7367.18,7310.36,7342.83,7297.15,7290.73,7348.49,7376.07,7498.57,7600.03,7776.03,7978.29,8024.76,8223.26,8355.57,8398.98,8291.4,8073.42,7946.7,7682.48,7569.37,7333.38,7350.59,7224.76,7171.2,7396.046458,355010.23
NSW,2016/10/6,4,0,13,27.8,20.4,0,7104.65,6952.46,6798.6,6564.6,6330.52,6117.37,6024.64,5964.85,5985.59,6239.12,6530.74,7044.99,7496.51,7837.5,8014.94,7951.74,7971.53,7978.06,7883.28,7777.89,7739.68,7677.12,7620.57,7581.89,7494.72,7501.72,7465.73,7508.11,7504.67,7556.36,7587.15,7654.19,7773.32,7877.92,8089.2,8057.23,8162.49,8266.48,8261.18,8154.38,7994.05,7833.06,7594.55,7544.46,7334.42,7387.75,7306.3,7173.21,7422.322708,356271.49
NSW,2016/10/7,5,0,16,31,23.5,0,7089.92,6972.11,6786.39,6523.09,6291.2,6108.49,5984.02,5946.37,5985.54,6212.12,6492.4,6956.82,7315.56,7612.3,7834.08,7862.27,7996.63,8001.94,7998.84,8000.19,7910.22,7900.55,7956.69,7902.71,7850.88,7884.29,7865.1,7816.37,7860.93,7907.7,8033.75,8119.46,8135.45,8144.95,8174.26,7986.08,8080.86,8129.03,8113.36,7977.03,7782.68,7642.77,7470.98,7519.65,7333.85,7448.68,7271.1,7161.33,7486.478958,359350.99
NSW,2016/10/8,6,0,20.1,22.2,21.15,0,7071.83,6899.71,6700.96,6389.83,6124.49,5934.88,5812.79,5792.46,5788.79,5871.86,5950.63,6161.12,6298.89,6561.42,6856.79,7122.08,7286.04,7511.57,7550.95,7490.61,7410.8,7304.69,7230.65,7072.15,6936.7,6931,6835.97,6787.95,6832.23,6846.59,6966.56,7084.78,7190.63,7206.71,7326.91,7497.99,7634.91,7654.87,7650.81,7542.37,7396.3,7233.46,7121.7,7023.76,6939.73,6926.5,6821.07,6633.06,6900.386458,331218.55
NSW,2016/10/9,7,0,13.8,25.5,19.65,0,6526.29,6418.8,6277.52,6026.8,5831.87,5675.79,5612.37,5531.75,5558.55,5624.86,5672.86,5796.51,5879.24,6104.6,6369.71,6620.99,6820.39,6973.11,6967.11,7002.6,6922.62,6891.02,6777.93,6746.75,6723.97,6682.86,6738.26,6659.87,6744.03,6784.26,6879.23,6957.09,7117.97,7193.29,7382.76,7622.72,7744.84,7881.89,7853.01,7619.17,7479.64,7274.16,7112.85,6996.18,6886.49,6838.15,6646.51,6496.39,6686.367292,320945.63
NSW,2016/10/10,1,0,16.8,33.6,25.2,0,6372.64,6324.31,6173.48,5910.49,5687.17,5577.57,5580.22,5551.86,5608.56,5858.84,6160.8,6730.57,7207.88,7490.96,7738.29,7773.13,7793.84,7916.99,7933.39,8010.77,8042.64,8102.56,8127.14,8177.31,8330.66,8371.8,8450.57,8449.99,8489.86,8471.2,8544.48,8594.4,8687.91,8723.11,8771.3,8715.25,8579.13,8542.39,8534.65,8238.46,8059.82,7775.74,7508.94,7422.61,7235.13,7215.33,7116.98,7031.73,7535.684375,361712.85
NSW,2016/10/11,2,0,12.3,21.3,16.8,4.6,6934.54,6770.87,6623.29,6268.35,6043.85,5839.28,5674.81,5679.89,5756.39,5982.99,6330.96,6890.25,7411.29,7762.8,7949.87,7922.21,7835.56,7790.65,7733.26,7642.37,7538.99,7469.68,7384.69,7326.17,7302.28,7290.74,7280.59,7283.28,7256.82,7315.27,7373.56,7534.29,7617.35,7801.36,7940.23,8003.92,8141.56,8324.99,8383.1,8279.29,8157.4,7926.96,7666.86,7559.85,7359.44,7435.94,7362.49,7218.97,7299.573958,350379.55
NSW,2016/10/12,3,0,10.7,23.6,17.15,0,7174.02,7025.18,6889.47,6584.48,6300.4,6092.99,5984.32,5957.09,5997.65,6262.37,6637.37,7285.56,7867.76,8271,8442.04,8370.27,8157.24,8027.85,7854.35,7780.33,7702.76,7632.99,7514.03,7401.98,7407.77,7384.64,7383.22,7388.78,7423.8,7424.59,7561.02,7637.17,7727.73,7922.57,8033.3,8109.08,8226.02,8373.61,8367.11,8263.48,8120.05,7945.36,7708.06,7573.49,7395.37,7433.79,7325.67,7263.44,7471.09625,358612.62
NSW,2016/10/13,4,0,11.8,18.3,15.05,4.2,7212.19,7073.66,6833.32,6536.63,6336.07,6134.81,6014.24,6015.45,6047.22,6312.98,6597.66,7239.87,7821.51,8062.42,8338.49,8306.95,8093.92,7949.16,7838.35,7805.71,7762.22,7703.89,7556.31,7499.16,7528.58,7537.72,7518.02,7509.64,7523.89,7504.04,7594.22,7717.78,7824.16,7991.39,8190.34,8239.64,8434.37,8587.59,8699.25,8634.96,8488.26,8197.26,7907.35,7789.8,7632.4,7637.4,7519.43,7384.1,7555.912083,362683.78
NSW,2016/10/14,5,0,9,21.3,15.15,0.6,7324.88,7180,7008.03,6728.37,6455.97,6266.18,6194.99,6136.76,6209.72,6480.6,6827.32,7385.43,8037.92,8423.12,8699.94,8604.63,8395.4,8265.39,8132.3,8078.24,7943.72,7767.05,7701.62,7559.7,7523.38,7450.41,7420.76,7352.42,7318.09,7293.57,7366.77,7486.02,7606.09,7714.71,7779.13,7726.82,7871.32,7952.31,8150.53,8106.85,7993.71,7874.71,7615.39,7605.38,7438.3,7457.57,7363.51,7254.95,7511.04125,360529.98
NSW,2016/10/15,6,0,11.1,23.9,17.5,0,7135.39,7017.12,6734.53,6490.32,6202.92,6013.66,5877.79,5787.18,5799.63,5890.21,6048.23,6247.28,6496.52,6843.83,7057.98,7205.49,7196.19,7324.79,7139.91,7076.56,6871,6784.38,6645.72,6564.52,6538.34,6462.71,6386,6372.63,6386.6,6430.43,6549.51,6611.21,6717.59,6778.11,6984.72,7119.69,7272.31,7361.89,7490.01,7400.82,7267.05,7141.8,6973.92,6894.54,6806.36,6826.81,6698.03,6525.46,6717.660208,322447.69
NSW,2016/10/16,7,0,15.9,29,22.45,0,6349.37,6196.34,6034.04,5812.66,5605.3,5481.85,5413.84,5367.18,5349.84,5386.47,5468.15,5569.23,5723.54,5938.64,6211.11,6423.81,6540.48,6657.76,6637.7,6644.27,6545.58,6489.36,6494.24,6433.32,6417.29,6427.04,6363.03,6394.51,6455.51,6545.82,6734.55,6878.64,7045.77,7113.08,7375.53,7463.83,7604.5,7788.07,7789.73,7650.21,7513.1,7286.93,7077.09,6882.12,6710.3,6714.16,6519.17,6432.03,6499.085208,311956.09
NSW,2016/10/17,1,0,21.7,22.4,22.05,0,6308.51,6224.03,6051.24,5848.04,5646.57,5589.78,5531.88,5551.25,5631.91,5875.44,6174.29,6790.04,7302.6,7745.21,8087.9,8247.8,8276.61,8441.14,8354.52,8407.69,8422.41,8337.34,8292.45,8140.57,8147.18,8153.16,8077.9,8016.26,7977.74,7915.28,7898.15,7896.5,8019.87,8097.15,8145.64,8192.64,8249.85,8370.42,8474.22,8314.85,8165.16,7948.17,7700.06,7579.97,7357.9,7357.4,7273.45,7220.33,7496.426458,359828.47
NSW,2016/10/18,2,0,11.5,25.8,18.65,4,7120.19,6960.31,6754.19,6438.93,6177.31,6008.52,5902.73,5869.6,5939.59,6215.62,6554.62,7180.99,7787.69,8080.42,8269.62,8140.88,7961.32,7858.6,7680.6,7675.95,7587.73,7487.36,7455.33,7361.59,7383.95,7362.33,7418.2,7453.63,7448.54,7502.72,7594.02,7708.82,7818.01,7904.64,8045.24,8040.6,8112.22,8208.82,8324.4,8288.01,8054.8,7865.64,7570.09,7449.12,7235.54,7307.24,7214.19,7069.74,7392.7125,354850.2
NSW,2016/10/19,3,0,16.2,24.5,20.35,0,7019.81,6911.28,6763.91,6450,6170.43,6014.16,5945.76,5907.23,5973.78,6206.93,6560.61,7127.58,7650.55,8105.16,8277.14,8102.11,7971.95,7945.4,7850.96,7802.05,7728.92,7668.44,7596.68,7541,7550.24,7532.93,7457.48,7491.16,7469.98,7505.59,7624.52,7662.52,7773.83,7873.17,8055.71,8102.91,8194.59,8288.23,8410.99,8338.7,8211.55,8026.61,7712.55,7638.16,7439.29,7389.37,7293.48,7149.22,7447.59625,357484.62
NSW,2016/10/20,4,0,16.4,21.6,19,0,7097.59,6990.84,6797.95,6522.4,6226.7,6011.92,5945.85,5959.93,6029.93,6271.64,6572.25,7198.66,7697.3,8058.08,8261.16,8168.32,8074.46,8048.24,7987.79,8008.04,8005.96,7952.78,7911.39,7848.17,7818.16,7753.37,7689.79,7701.43,7653.99,7644.89,7717.29,7800.22,7886.26,8024.93,8174.13,8162.38,8236.75,8321.72,8544.33,8514.43,8412.28,8104.77,7846.67,7715.31,7471.94,7524.63,7435.97,7300.69,7564.66,363103.68
NSW,2016/10/21,5,0,15.3,25.2,20.25,0,7216.25,7090.13,6839.14,6578.1,6302.93,6116.22,6016.54,5996.72,6092.93,6309.76,6651.75,7106.53,7678.14,7931.5,8202.55,8181.18,8136.82,8144.23,8047.25,7994.59,8001.58,7998.26,7939.15,7933.15,7921.01,7968.36,7896.99,8013.29,8053.79,7991.97,8089.37,8115.03,8197.85,8264.5,8250.89,8182.31,8204.32,8202.28,8311.12,8170.74,7969.24,7800.67,7625.56,7572.78,7374.17,7426.96,7389.72,7232.76,7598.564167,364731.08
NSW,2016/10/22,6,0,16.1,18,17.05,12.5,7158.48,6995.01,6793.26,6396.53,6174.13,6017.38,5913.21,5877,5886.48,5968.13,6002.71,6203.74,6373.89,6662.3,7045.77,7356.96,7616.76,7858.62,7852.7,7913.13,7809.75,7736.75,7599.71,7498.78,7367.86,7170.54,7072.63,7046.22,7018.56,7069.2,7088.78,7109.07,7158.93,7265.01,7509.49,7588.54,7622.49,7706.82,7822.02,7757.11,7660.45,7578.36,7432.5,7296.37,7164.03,7188.53,7003.47,6793.96,7087.544167,340202.12
NSW,2016/10/23,7,0,10.2,19.8,15,0.6,6729.02,6610.76,6517.81,6246.07,6059.54,5885.34,5802.11,5766.98,5796.95,5829.64,5936.51,6087.33,6261.57,6484.93,6779.95,6978.28,7090.38,7150.97,7165.06,7113.59,7023.77,6911.32,6862.11,6783.26,6716.78,6649.47,6596.19,6561.82,6500.05,6562.68,6573.52,6633.74,6826.63,6967.1,7272.95,7481.37,7708.44,7891.51,8050.82,8011.23,7875.73,7701.32,7497.79,7343.87,7165.02,7123.64,6953.02,6772.39,6818.965208,327310.33
NSW,2016/10/24,1,0,10.2,21.5,15.85,0,6717.26,6640.36,6505.87,6274.51,6096.62,5984.71,5904.95,5937.95,6035.33,6312.88,6655.61,7276.07,7835.08,8207.85,8434.43,8369.06,8211.67,8117.37,7966.08,7868.25,7792.96,7669.4,7648.56,7516.49,7514.17,7431.42,7396.32,7336.58,7305.93,7300.63,7368.99,7454.41,7644.97,7774.71,7983.62,8032.72,8187.65,8228.59,8411.22,8320.79,8182.92,7974.82,7729.03,7589.39,7427.48,7457.72,7359.12,7246.79,7429.985625,356639.31
NSW,2016/10/25,2,0,11.4,23.3,17.35,0,7206.89,7101.08,6876.73,6543.24,6319.52,6155.52,6008.65,6008.33,6122.02,6353.03,6638.76,7247.21,7764.33,8072.04,8278.01,8144.46,7925.01,7828.17,7724.54,7614.15,7541.74,7462.46,7437.53,7290.49,7286.32,7342.12,7310.4,7328.64,7371.89,7380.17,7516.78,7623.83,7827.64,7947.26,8101.14,8068.68,8138.77,8134.79,8309.36,8192.27,7995.78,7799.25,7546.33,7414.12,7234.66,7279.98,7124.19,7044.7,7395.47875,354982.98
NSW,2016/10/26,3,0,14.3,27,20.65,0,6955.11,6901.2,6673.28,6448.98,6124.88,5915.65,5811.65,5799.13,5877.16,6119.7,6432.21,6942.44,7480.23,7794.02,8010.53,8026.13,7917.39,7949.11,7914.53,7969.58,7925.86,7863.86,7783.02,7789.17,7757.03,7670.68,7696.05,7811.66,7968.86,8036.03,8029.71,8034.15,8075.06,8060.91,8160.62,8099.38,8144.92,8109.15,8195,8100.12,7917.55,7706.49,7434.26,7386.29,7213.44,7242,7113.92,7031.14,7446.234167,357419.24
NSW,2016/10/27,4,0,18.4,21.7,20.05,0,6962.82,6828.33,6635.89,6357.15,6087.28,5907.94,5823,5802.51,5855.1,6077.27,6318.78,6868.88,7339.82,7625.16,7870.59,7871.89,7796.76,7871.53,7850.44,7892.23,7870.49,7837.61,7476.39,7463.37,7666.06,7773.2,7796.31,7760.37,7741.33,7738.76,7814.89,7832.12,7955.89,8071.06,8238.63,8191.14,8266.04,8194.87,8193.15,8081.42,7953.81,7701.07,7381.68,7277.17,7109.44,7127.06,7027.92,6899.3,7376.748333,354083.92
NSW,2016/10/28,5,0,14.7,19.6,17.15,1.6,6805.46,6712.76,6525.33,6277.49,6006.84,5838.83,5807.2,5758.82,5847.82,6094.07,6359.98,6922.14,7391.62,7842.33,8106,8237.85,8189.12,8175.45,8088.28,7989.18,7730.58,7511.62,7615.44,7900.41,7889.29,7902.3,7845.94,7800.86,7767.07,7789.42,7831.17,7838.9,7913.85,7883.64,8025.53,8037.59,7986.04,7898.32,7975.83,7848.21,7658.92,7525.9,7327.06,7327.6,7167.71,7200.65,7169.86,7047.62,7383.20625,354393.9
NSW,2016/10/29,6,0,15.3,24.3,19.8,2,6909.09,6764.2,6577,6263.73,6052.95,5812.29,5685.39,5608.26,5616.32,5652.17,5825.5,5997.81,6151.8,6477.92,6763.69,6997.85,7237.14,7439.65,7347.12,7324.79,7247.63,7134.4,7105.76,7008.58,7002.86,7050.4,6999.67,7027.09,6964.22,6973.75,7084.56,7153.37,7238.6,7165.36,7255.86,7335.28,7363.98,7397.45,7445.96,7344.67,7187.17,7054.96,6885.77,6804.4,6719.04,6800.9,6720.72,6534.9,6802.332917,326511.98
NSW,2016/10/30,7,0,18.2,25.5,21.85,0,6410.49,6317.7,6177.52,5946.52,5738.59,5577.88,5531.08,5502.75,5460.35,5528.59,5580.94,5646.07,5769.9,6001.82,6308.67,6540.44,6757.19,6933.51,6948.07,7068.01,6923.9,6993.27,7012.88,6965.52,6940.79,7034.77,7002.57,7031.84,7045.8,7144.84,7190.43,7291.77,7422.87,7534.54,7727.69,7774.46,7712.11,7729.9,7708.6,7609.84,7439.39,7311.31,7099.79,6975.73,6751.49,6750.71,6615.49,6441.44,6727.704792,322929.83
NSW,2016/10/31,1,0,16.1,23.3,19.7,2,6338.91,6243.25,6136.75,5864.21,5709.19,5600.88,5608.57,5630.72,5677.43,5905.2,6156.08,6707.54,7198.27,7543.14,7821.29,7858.43,7790.34,7755.72,7680.76,7638.45,7614.48,7500.33,7484.63,7402.59,7393.54,7424.92,7417.76,7386.82,7382.96,7381.95,7454.8,7529.53,7663.42,7770.07,7907.76,7925.67,7936.96,7990.44,8124.54,8158.91,8000.13,7776.75,7557.29,7567.71,7355.76,7352.97,7262.88,7162.55,7203.192708,345753.25
NSW,2016/11/1,2,0,12.1,24.5,18.3,0,7092.23,6960.11,6786,6489.62,6265.85,6068.98,5946.77,5926.12,6044.7,6308.53,6622.56,7138.13,7673.8,7971.22,8210.12,8151.11,7998.21,8038.39,7983.32,7958.38,7824.02,7775.21,7693.13,7605.47,7549.63,7503.49,7489.89,7463.16,7433.05,7360.96,7534.98,7685.28,7780.3,7910.92,7992.15,7972.97,8043.44,8056.37,8166.89,8054.66,7923.33,7739.21,7485.85,7419.03,7240.11,7257.78,7220.89,7089.23,7414.698958,355905.55
NSW,2016/11/2,3,0,13,24.1,18.55,0,7015.22,6920.94,6779.66,6433.85,6194.95,6019.16,5935.09,5873.56,5976.27,6218.13,6530.47,6976.62,7418.82,7740,7955.03,7914.25,7768.74,7686.52,7670.74,7588.06,7496.02,7504.68,7463.96,7388.3,7365.32,7375.64,7347.43,7375.7,7372.35,7377.4,7541.73,7662.59,7809.57,7874.62,8025.45,8025.66,8015.08,7945.24,8067.27,8072.39,7911.23,7729.25,7457.04,7412.83,7306.16,7368.87,7289.25,7131.12,7319.338125,351328.23
